County_Name,State,State_Index,NUM_POP_2014,PER_POP_Change,PER_Female,PER_White_Only,PER_Black,PER_Native_American,PER_Asian,PER_Pacific_Islander,Per_Multiracial,PER_Hispanic,PER_Color,PER_Same_Residence,PER_Foreign_Born,PER_DIFF_Age_Groups,PER_Veterans,PER_EDU_High_School,PER_EDU_College,NUM_Mean_Work_Travel_Time,PER_Homeownership,PER_Apartments,NUM_House_Value,NUM_Person_In_Households,NUM_INC_Per_Capita,NUM_INC_Median_Household,PER_Below_Poverty,PER_Not_Farm_Employment_Change,NUM_Firms_Per_Capita,PER_Firms_Color,PER_Firms_Women,PER_Merchant_Sales_Per_Capita,PER_Retail_Sales_Per_Capita,PER_Food_Sales_Per_Capita,NUM_Sales_Per_Capita,NUM_Building_Permits,NUM_Land_Area,NUM_Pop_Per_Area,PER_Voters,PER_Vote_Diff,Win_Strength,Party_Winner
Hardeman County,TX,14,3928,-5.1,49.1,68.9,6.1,1.0,0.7,0.0,2.3,22.8,32.9,83.3,11.3,3.8000000000000007,8.095723014256619,80.2,18.6,15.1,69.6,9.6,46800,2.32,19829,36377,26.6,-3.0,0.05804480651731161,0.0,0.0,4.742617107942974,5.658350305498982,0.855142566191446,11.2561099796334,0,695.11,6.0,38.467413441955195,-63.401720714700005,-2,-1
Hardin County,TX,14,55621,1.8,50.6,86.8,5.7,0.5,0.7,0.0,1.2,5.6,13.7,88.1,3.6,9.600000000000001,7.4773916326567305,86.3,15.6,27.8,78.5,5.9,100400,2.64,25559,53013,10.9,-1.9,0.07027921108933675,0.0,0.0,0.6454936085291526,11.00933100807249,0.6693694827493213,12.324194099350965,117,890.57,61.3,40.934179536505994,-73.88000702739998,-2,-1
Harris County,TX,14,4441370,8.5,50.2,31.4,19.5,1.1,7.0,0.1,1.7,41.8,71.2,82.1,42.5,17.900000000000002,4.086892107615443,78.7,28.4,27.4,56.5,35.8,131400,2.89,27899,53137,18.5,4.7,0.08349698403870878,46.6,29.2,46.26472259685637,11.685370279891115,1.7730394000049534,59.723132276752445,40060,1703.48,2402.4,29.335250159297694,12.396393547499995,0,1
Harrison County,TX,14,67336,2.6,51.1,63.2,22.5,1.2,0.7,0.1,1.6,12.3,38.400000000000006,85.5,9.9,9.999999999999998,7.126945467506237,84.6,17.8,22.4,73.3,7.4,108700,2.76,23236,45675,16.0,-2.4,0.09192705239396459,9.899999999999999,27.1,4.508375905904717,8.968991327076155,0.9508583818462635,14.428225614827136,79,899.95,72.9,39.15290483545206,-43.931118191500005,-1,-1
Hartley County,TX,14,6089,0.4,38.3,64.6,7.5,0.7,0.7,0.0,0.9,26.3,36.1,81.7,18.4,6.500000000000002,7.751683363442273,80.9,20.6,12.8,66.1,9.2,143700,2.61,24566,65750,8.6,6.4,0.0,0.0,0.0,6.878797832156348,5.59467892921662,0.16981441944490064,12.643291180817869,0,1462.03,4.1,31.942847758252586,-79.94858611823,-2,-1
Haskell County,TX,14,5769,-2.2,47.1,68.3,4.6,1.0,0.7,0.0,2.0,25.5,33.8,80.2,18.9,-1.5999999999999979,6.170913503206795,74.3,12.2,15.1,74.0,5.3,45200,2.17,22223,36857,18.9,1.4,0.0828566475992373,0.0,0.0,0.0,10.263997226555729,0.8081123244929798,11.072109551048708,2,903.13,6.5,30.59455711561796,-61.6997167138,-2,-1
Hays County,TX,14,185025,17.8,50.2,56.2,4.1,1.2,1.5,0.2,2.0,37.0,46.0,78.3,23.0,13.600000000000001,5.855424942575327,89.3,36.7,29.3,66.8,22.3,175600,2.77,26873,58651,17.0,3.9,0.0769625726253209,21.900000000000002,26.2,2.438583975138495,10.564453452236185,1.2719416295095258,14.274979056884204,2305,677.98,231.7,38.65639778408323,-0.8570549746000022,0,-1
Hemphill County,TX,14,4180,9.8,49.2,65.0,0.7,1.2,0.8,0.1,0.9,32.3,36.0,90.0,23.3,19.1,5.095693779904306,79.3,19.6,17.2,74.7,5.1,97800,2.71,29544,56379,11.7,2.7,0.11483253588516747,0.0,0.0,15.185167464114832,9.379425837320575,0.9755980861244019,25.54019138755981,6,906.29,4.2,40.35885167464115,-75.815056313,-2,-1
Henderson County,TX,14,79290,1.0,51.2,79.1,6.7,0.8,0.7,0.1,1.7,12.0,22.0,84.6,8.8,1.1999999999999993,9.45516458569807,80.7,14.4,29.2,74.8,6.6,87800,2.6,21995,40900,18.9,1.6,0.08399545970488081,0.0,0.0,0.0,8.290881573968974,0.7959137343927355,9.08679530836171,68,873.75,89.9,37.65291966200025,-60.040194272400015,-2,-1
Hidalgo County,TX,14,831073,7.3,51.2,7.1,0.9,0.5,1.1,0.0,0.4,91.2,94.10000000000001,87.2,84.9,23.200000000000003,2.786157172715273,61.8,15.9,21.6,68.4,16.3,78100,3.6,14222,34146,34.8,1.9,0.07881016469070708,71.7,30.6,5.175384111865022,9.504350400025029,0.9120546570517872,15.591789168941839,3473,1570.87,493.2,20.815259309350683,40.540493670100005,1,1
Hill County,TX,14,34848,-0.7,50.9,71.5,6.9,0.9,0.5,0.1,1.6,20.1,30.1,86.1,15.9,3.799999999999997,8.591597796143251,78.7,14.8,29.5,72.1,6.6,83400,2.54,21182,40769,17.0,7.0,0.08192722681359045,7.1,26.3,1.1942148760330578,11.486197199265382,1.2711489898989898,13.95156106519743,6,958.86,36.6,37.035123966942145,-58.42243917559999,-2,-1
Hockley County,TX,14,23577,2.8,50.6,48.0,4.4,1.5,0.5,0.0,1.3,46.7,54.400000000000006,80.0,31.4,13.399999999999999,4.932773465665691,77.3,17.4,19.5,69.7,8.5,79300,2.81,21984,50565,15.7,3.7,0.08185943928404801,0.0,22.0,0.0,8.554353819400262,0.8388683886838868,9.39322220808415,15,908.39,25.2,30.886032998261015,-62.290579511100006,-2,-1
Hood County,TX,14,53921,5.4,50.9,85.4,0.8,1.0,0.6,0.1,1.3,11.5,15.3,85.1,9.7,-3.5,11.147790285788469,87.1,24.1,32.7,77.4,8.1,150900,2.46,30046,55754,12.1,1.7,0.10487565141596039,0.0,29.7,1.771888503551492,13.538584225070009,1.147975742289646,16.458448470911147,121,420.64,121.7,48.44123810760186,-66.4854517611,-2,-1
Hopkins County,TX,14,35921,2.2,50.7,74.2,7.5,1.0,0.7,0.1,1.8,16.2,27.299999999999997,85.5,15.2,8.0,7.602795022410289,80.2,15.7,21.0,72.5,9.7,94000,2.6,21606,43657,19.3,-0.4,0.08858327997550179,0.0,20.9,0.0,12.46368419587428,0.8120319590211854,13.275716154895465,8,767.17,45.8,37.51565936360347,-60.819234194100005,-2,-1
Houston County,TX,14,22741,-4.2,47.1,62.0,25.8,0.7,0.6,0.0,1.1,10.9,39.1,86.5,8.9,-0.9000000000000021,9.27399850490304,80.6,14.8,24.9,71.2,7.5,74300,2.64,19090,33119,19.7,-2.0,0.07022558374741657,0.0,23.5,1.7178664086891517,7.0040455564838835,0.8222153819093267,9.544127347082362,5,1230.91,19.3,36.50674992304648,-50.91544206209999,-2,-1
Howard County,TX,14,36651,4.7,43.1,51.0,7.0,1.6,1.2,0.1,1.6,40.3,51.8,79.2,28.4,9.599999999999998,7.75695069711604,74.1,12.1,16.2,67.8,13.2,65900,2.69,19965,45612,15.3,3.1,0.0586068592944258,9.0,25.2,2.413658563204278,9.31005975280347,1.1608960192082072,12.884614335215955,33,900.79,38.9,23.715587569234128,-55.994017487300006,-2,-1
Hudspeth County,TX,14,3211,-7.6,49.3,19.1,1.8,1.4,1.1,0.0,1.3,78.2,83.8,87.9,78.9,7.300000000000001,5.730302086577391,54.0,10.1,25.3,82.3,3.1,41400,2.92,14142,22545,44.1,-1.2,0.0,0.0,0.0,0.0,3.88663967611336,0.620990345686702,4.507630021800062,0,4570.98,0.8,27.125506072874494,-20.5510907004,0,-1
Hunt County,TX,14,88493,2.7,50.6,73.4,8.4,1.1,1.4,0.2,1.9,14.9,27.9,81.6,13.2,8.499999999999998,9.041393104539342,81.8,16.6,28.8,69.8,16.0,93500,2.73,22341,44858,19.9,0.4,0.07119207168928615,2.8,30.3,2.97665352061745,10.523623337439119,0.0,13.50027685805657,66,840.32,102.5,35.240075486196645,-56.325156325100004,-2,-1
Hutchinson County,TX,14,21773,-2.1,50.0,71.4,3.0,2.1,0.6,0.1,2.2,22.3,30.3,87.7,15.6,11.7,8.73099710650806,83.4,13.5,19.7,78.0,9.5,63300,2.59,23383,44731,15.8,-3.2,0.06999494787121664,0.0,0.0,0.0,9.681991457309511,0.9690901575345612,10.651081614844072,0,887.42,25.0,37.321453175951866,-76.11370908199999,-2,-1
Irion County,TX,14,1574,-1.6,48.2,68.5,1.5,0.8,0.4,0.0,2.3,27.5,32.5,86.5,15.2,3.8999999999999986,11.880559085133418,82.5,13.0,22.8,75.4,0.0,76100,2.45,28055,50357,8.7,43.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1051.56,1.5,48.284625158831,-75.0,-2,-1
Jack County,TX,14,8855,-2.1,44.1,77.9,4.2,1.0,0.6,0.1,0.9,16.3,23.1,78.5,11.9,5.399999999999999,8.526256352343308,81.6,10.7,27.7,77.4,5.0,76700,2.62,24325,49038,16.7,-11.6,0.1547148503670243,0.0,0.0,12.678147939017505,3.85330321852061,0.7304347826086957,17.26188594014681,5,910.66,9.9,37.70750988142292,-79.63462114410001,-2,-1
Jackson County,TX,14,14739,4.7,50.1,60.0,7.2,0.8,0.7,0.0,1.5,31.4,41.599999999999994,88.6,20.9,9.400000000000002,6.384422281023136,80.6,17.9,23.7,77.7,8.2,84400,2.69,23418,49528,12.7,9.4,0.08887984259447723,0.0,0.0,4.544745233733632,9.056720265961056,0.6696519438225117,14.2711174435172,18,829.44,17.0,35.78940226609675,-63.7345971564,-2,-1
Jasper County,TX,14,35552,-0.4,50.8,74.6,16.6,0.7,0.7,0.1,1.4,6.6,26.1,88.3,7.0,6.100000000000001,9.313118811881187,83.3,11.2,27.9,78.4,6.8,82200,2.66,20254,40417,17.8,5.7,0.09526890189018902,14.600000000000001,29.4,3.468440594059406,10.436740549054905,0.9164603960396039,14.821641539153916,8,938.85,38.0,37.553442844284426,-59.89064489549999,-2,-1
Jeff Davis County,TX,14,2204,-5.9,49.7,62.7,1.9,1.2,0.4,0.0,2.0,33.7,39.2,90.4,44.8,-17.9,11.751361161524501,81.1,35.3,20.5,74.7,2.3,104300,2.27,26958,49056,7.4,2.7,0.0,0.0,0.0,0.0,3.235934664246824,3.2000907441016335,6.436025408348457,0,2264.56,1.0,53.312159709618875,-23.148936170199995,0,-1
Jefferson County,TX,14,252235,0.0,48.8,42.5,34.3,1.0,3.9,0.1,1.5,18.9,59.699999999999996,84.0,20.0,10.299999999999999,6.991496025531746,82.4,17.8,19.0,64.1,22.2,96200,2.55,23236,42568,21.0,-2.9,0.06994271215334906,33.5,28.8,11.308957916228913,15.751679980970128,1.5363014649037603,28.596939362102802,1061,876.3,287.9,34.6355581104922,-0.4853313186999997,0,-1
Jim Hogg County,TX,14,5255,-0.8,49.8,6.7,0.8,0.6,0.7,0.0,0.7,91.6,94.39999999999999,86.8,81.9,14.2,5.784966698382493,66.1,10.9,27.9,76.7,8.5,50700,2.9,19212,36121,14.0,-1.2,0.0,0.0,0.0,0.0,11.727117031398668,0.6850618458610847,12.412178877259752,0,1136.14,4.7,40.32350142721218,56.86644643700001,2,1
Jim Wells County,TX,14,41353,1.3,50.6,18.7,1.0,1.1,0.6,0.1,0.8,79.7,83.3,86.1,50.2,14.1,5.278939859260513,70.5,11.1,24.2,72.7,9.0,69000,2.96,20452,40585,21.7,-3.0,0.08519333542911034,0.0,23.0,4.676492636568084,11.181703866708583,1.1135830532246753,16.971779556501343,26,864.97,47.2,29.855149565932336,10.34343107079999,0,1
Johnson County,TX,14,157456,4.3,50.0,74.0,3.2,1.0,0.9,0.5,1.7,20.0,27.3,86.0,14.9,13.2,6.848897469769333,83.1,16.7,29.9,75.4,9.2,113900,2.87,24816,57535,12.0,1.2,0.08382659282593233,10.5,23.4,3.405643481353521,8.063414541205162,0.8024590996849914,12.271517122243674,960,724.69,208.3,36.37206584696677,-58.3097607823,-2,-1
Jones County,TX,14,19936,-1.3,37.1,59.0,13.4,1.3,0.7,0.0,1.4,27.1,43.900000000000006,77.9,19.3,3.4000000000000004,9.069020866773675,72.4,8.9,23.4,80.2,3.6,61500,2.33,14827,41297,18.5,0.5,0.08060794542536115,0.0,17.6,19.00917937399679,8.192917335473515,0.23078852327447832,27.432885232744784,1,928.55,21.8,29.75521669341894,-65.4079568442,-2,-1
Karnes County,TX,14,14906,0.6,41.7,38.5,8.7,1.1,0.4,0.0,0.8,52.5,63.5,83.0,34.7,6.699999999999999,8.02361465181806,70.8,11.2,21.7,72.3,9.5,75000,2.54,19899,42862,23.3,17.9,0.07715014088286597,0.0,0.0,2.728431504092312,6.831275996243123,0.5792969274117805,10.139004427747215,78,747.56,19.8,28.07594257346035,-43.36917562719999,-1,-1
Kaufman County,TX,14,111236,7.6,50.8,67.5,10.7,1.0,1.0,0.1,1.8,19.4,34.0,83.7,15.5,15.8,6.275845949153152,82.5,17.6,31.8,77.8,7.3,129500,2.97,24954,61194,13.3,3.4,0.09197561940379013,0.9,27.2,3.9836473803444927,8.484744147578121,0.8420205688805782,13.310412096803192,219,780.7,132.4,36.839692185982955,-47.02896605580001,-1,-1
Kendall County,TX,14,38880,16.4,51.2,74.4,1.1,0.7,1.0,0.1,1.5,22.4,26.799999999999997,84.8,17.6,4.299999999999997,9.642489711934155,90.0,39.7,26.7,74.5,11.5,274400,2.7,35827,73410,9.3,3.9,0.13436213991769547,8.9,28.0,7.338168724279836,20.784439300411524,1.434567901234568,29.557175925925925,380,662.45,50.4,51.27572016460905,-60.34309791339999,-2,-1
Kenedy County,TX,14,400,-3.8,48.3,21.3,4.3,1.5,0.5,0.0,0.3,74.0,80.6,99.8,30.5,10.2,7.5,65.3,10.6,17.7,28.9,11.0,56200,3.28,15157,43438,32.8,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1458.33,0.3,46.5,8.064516129,0,1
Kent County,TX,14,785,-2.8,50.7,78.2,1.1,1.3,0.0,0.1,2.0,18.1,22.6,80.3,6.7,-5.399999999999999,7.643312101910828,83.4,23.1,10.5,74.8,0.0,64300,2.15,24839,46875,8.6,0.0,0.1159235668789809,0.0,0.0,0.0,0.0,0.0,0.0,0,902.51,0.9,55.159235668789805,-69.51501154739998,-2,-1
Kerr County,TX,14,50562,1.9,51.8,70.2,2.0,1.1,1.0,0.1,1.7,25.6,31.5,81.9,17.9,-7.400000000000002,12.426328072465488,87.4,28.2,19.6,68.8,13.3,150700,2.35,26334,43601,14.9,0.8,0.12483683398599739,8.9,23.2,0.0,14.237015940825126,1.9300858352122148,16.16710177603734,91,1103.32,45.0,45.666706222064,-56.271113035999996,-2,-1
Kimble County,TX,14,4438,-3.7,50.7,72.3,0.5,1.1,0.7,0.1,0.8,25.5,28.7,86.5,21.0,-7.5,9.238395673726904,79.1,17.6,16.5,74.5,5.6,85100,2.37,27502,43424,19.5,8.3,0.12145110410094637,0.0,26.9,0.028165840468679586,17.724650743578188,1.839116719242902,19.59193330328977,5,1250.99,3.7,43.826047769265436,-76.6580976864,-2,-1
King County,TX,14,262,-8.4,50.4,79.0,0.0,1.5,0.0,0.0,3.1,17.2,21.799999999999997,90.6,23.6,3.0,2.2900763358778624,81.7,20.5,11.2,42.1,6.5,91000,2.53,29836,65000,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,910.87,0.3,60.68702290076335,-90.56603773584999,-2,-1
Kinney County,TX,14,3526,-2.0,43.9,40.6,1.8,1.2,0.6,0.2,1.7,56.5,62.0,81.6,58.1,-6.199999999999999,14.095292115711855,68.9,14.6,21.8,82.0,9.2,65800,2.81,16700,33257,25.7,6.4,0.06154282473057289,0.0,18.9,0.0,2.283607487237663,0.30884855360181507,2.5924560408394783,1,1360.06,2.6,40.38570618264322,-33.6376404495,-1,-1
Kleberg County,TX,14,32190,0.4,48.8,21.6,4.4,0.8,2.4,0.2,1.5,71.7,81.0,80.3,49.5,12.1,6.980428704566636,74.1,23.6,16.5,57.1,20.2,74500,2.68,18918,40566,24.5,7.0,0.0637775706741224,45.0,0.0,0.0,20.41223982603293,1.3434917676296987,21.755731593662627,36,881.31,36.4,29.45945945945946,3.6802699567999975,0,1
Knox County,TX,14,3858,3.7,50.3,59.3,6.1,1.3,0.2,0.1,2.0,33.6,43.3,84.9,21.6,5.400000000000002,7.231726283048212,78.6,12.5,14.6,65.9,8.7,40900,2.31,19396,34295,20.8,-4.3,0.09538621047174702,0.0,0.0,10.78952825298082,8.892949714878176,0.3644375324002074,20.046915500259203,0,850.62,4.4,35.199585277345776,-61.192930780599994,-2,-1
Lamar County,TX,14,49523,-0.5,51.7,74.8,13.5,1.7,0.7,0.0,2.7,7.5,26.099999999999998,81.4,7.3,5.300000000000001,7.673202350423035,83.1,16.5,19.9,65.2,14.4,85300,2.5,21468,40104,19.1,-6.7,0.1104335359327989,0.0,31.5,0.0,12.874361407830705,1.2332249661773318,14.107586374008037,43,907.19,54.9,37.431092623629425,-59.16275556990001,-2,-1
Lamb County,TX,14,13574,-2.9,50.0,40.3,5.1,1.8,0.4,0.1,1.7,54.0,63.1,83.1,36.9,12.0,4.398114041550022,70.2,14.0,14.5,71.4,8.0,56900,2.85,18744,36727,22.1,-1.8,0.07646972152644763,0.0,15.9,6.2042139384116695,7.055768380727862,0.5129659643435981,13.77294828348313,7,1016.18,13.8,28.768233387358183,-58.1306017925,-2,-1
Lampasas County,TX,14,20156,2.4,50.8,73.1,4.1,1.2,1.3,0.3,2.9,18.9,28.699999999999996,83.2,14.8,5.399999999999999,16.02996626314745,86.0,19.8,28.4,74.9,6.3,129100,2.68,23423,49277,16.9,1.9,0.08131573724945426,0.0,29.0,0.5728815241119269,10.276146060726335,0.7989680492161143,11.647995634054375,236,712.84,27.6,40.42964873982933,-60.031905755299995,-2,-1
La Salle County,TX,14,7474,8.5,41.3,13.9,1.1,0.8,0.5,0.0,0.8,84.4,87.60000000000001,82.5,62.4,7.5,3.5723842654535725,52.9,5.1,27.6,71.1,13.6,48200,3.29,13307,26756,21.7,6.7,0.05672999732405673,34.7,30.2,0.0,10.685978057265187,0.7139416644367139,11.3999197217019,24,1486.69,4.6,27.415038801177417,12.4450951684,0,1
Lavaca County,TX,14,19721,2.4,51.3,74.5,7.0,0.6,0.4,0.1,1.2,17.7,27.0,89.7,18.1,1.7000000000000028,6.4905430759089295,79.2,16.3,27.2,79.5,4.1,92800,2.45,24299,44149,8.3,-0.7,0.08934638202930886,0.0,27.7,11.214999239389483,8.722326454033771,0.4596622889305816,20.396987982353835,11,969.71,19.9,43.775670604938895,-71.4583574656,-2,-1
Lee County,TX,14,16742,0.8,49.7,64.2,11.3,1.1,0.5,0.2,1.4,22.9,37.4,84.2,18.4,4.900000000000002,8.3144188269024,81.6,15.7,27.4,76.7,5.5,118400,2.63,25123,51534,12.4,15.4,0.10906701708278581,0.0,14.0,3.4746147413690123,9.709592641261498,0.7892724883526461,13.973479870983157,3,629.02,26.4,38.955919245012545,-55.565777368899994,-2,-1
Leon County,TX,14,16861,0.4,50.4,76.3,7.5,0.8,0.8,0.0,1.4,14.2,24.700000000000003,90.0,10.0,-1.0999999999999979,11.043235869758615,82.9,14.8,24.3,83.9,3.1,90300,2.63,24170,44452,17.7,-0.2,0.09768103908427733,0.0,0.0,5.475357333491489,9.480991637506673,0.7780084218017911,15.734357392799952,0,1073.15,15.7,43.92977877943183,-74.0110706089,-2,-1
Liberty County,TX,14,78117,3.3,50.8,66.5,10.9,1.0,0.7,0.1,1.6,20.7,35.0,80.5,16.6,12.400000000000002,6.933189958651766,75.1,8.8,34.1,78.1,5.3,84400,2.82,19740,47228,18.4,4.5,0.06779574228400988,9.0,0.0,1.9399746534045086,8.359806444179885,0.6255744588245836,10.925355556408975,300,1158.42,65.3,30.921566368396125,-57.9797143449,-2,-1
Limestone County,TX,14,23524,0.6,48.1,59.6,18.1,1.1,0.6,0.1,1.6,20.8,42.30000000000001,85.4,17.5,5.600000000000001,7.690018704301989,79.3,12.4,20.8,75.2,6.5,83200,2.72,19352,38823,21.5,4.1,0.07005611290596837,0.0,39.5,1.1659581703791873,11.407413705152186,0.7756759054582554,13.349047780989627,4,905.29,25.8,32.51147763985717,-52.28817991630002,-2,-1
Lipscomb County,TX,14,3553,7.6,48.8,64.5,1.8,2.1,0.5,0.2,2.3,31.6,38.5,84.0,23.7,12.299999999999999,6.614128905150577,81.6,21.5,19.4,70.9,7.1,89400,2.99,29017,57978,10.9,-2.8,0.08950182943990993,0.0,0.0,13.276386152547143,6.89276667604841,0.0,20.169152828595553,6,932.18,3.5,37.20799324514495,-77.45839636909999,-2,-1
Live Oak County,TX,14,12091,4.9,46.2,56.3,4.9,1.2,0.7,0.0,0.9,37.5,45.2,88.4,28.4,0.1999999999999993,10.073608469109255,79.6,14.3,27.3,81.8,2.9,85500,2.58,21016,42829,17.1,0.0,0.09850301877429493,0.0,0.0,2.088330162931106,9.322388553469523,0.9648498883467042,12.375568604747333,12,1039.7,11.1,35.29071209990902,-63.534098898500005,-2,-1
Llano County,TX,14,19510,1.1,51.7,87.1,1.3,0.9,0.6,0.0,1.2,9.8,13.8,86.8,6.3,-18.4,14.095335725269093,86.7,25.4,23.7,78.0,14.1,159000,2.23,33634,44094,14.1,7.1,0.14736032803690416,0.0,0.0,4.863300871348026,5.792465402357765,3.1293182983085597,13.785084572014352,202,934.03,20.7,53.1881086622245,-62.233786258,-2,-1
Loving County,TX,14,86,4.9,41.9,75.6,0.0,3.5,0.0,0.0,0.0,20.9,24.4,83.9,0.0,15.1,2.3255813953488373,89.5,7.9,24.5,48.5,4.8,86000,2.64,34068,68750,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,668.93,0.1,74.4186046511628,-82.8125,-2,-1
Lubbock County,TX,14,293974,5.4,50.6,55.2,7.8,1.1,2.3,0.1,1.7,34.0,47.0,75.1,21.8,12.399999999999999,5.385510283222326,84.4,27.9,16.0,58.5,24.5,108700,2.57,23773,44397,20.4,1.6,0.08051732466136462,17.6,23.1,12.611322770040887,13.351048051868533,0.0,25.96237082190942,2128,895.6,311.3,33.35669140808371,-38.35406893740001,-1,-1
Lynn County,TX,14,5771,-2.4,49.6,48.8,2.5,1.9,0.3,0.0,1.9,47.7,54.300000000000004,86.6,34.8,11.5,4.505285045919251,76.1,17.7,19.7,71.4,6.6,70200,2.63,21639,44375,20.2,-1.6,0.0,0.0,0.0,0.0,3.421070871599376,0.1377577542886848,3.558828625888061,3,891.87,6.6,34.60405475654132,-57.2358537807,-2,-1
McCulloch County,TX,14,8199,-1.0,50.2,65.2,2.8,1.0,0.6,0.0,1.2,31.1,36.7,84.7,19.3,1.6999999999999993,7.135016465422613,77.1,15.0,17.5,76.7,7.8,69300,2.75,20677,39194,16.6,-1.1,0.1402610074399317,0.0,0.0,3.7991218441273324,12.716794731064764,1.0674472496645933,17.58336382485669,0,1065.6,7.8,37.63873643127211,-66.94750486060002,-2,-1
McLennan County,TX,14,243441,3.6,51.2,57.3,15.1,1.1,1.6,0.1,1.8,25.2,44.900000000000006,80.1,19.3,11.4,6.660751475716909,82.3,21.7,18.8,59.6,23.6,108300,2.69,21660,41922,22.0,3.1,0.0693720449718823,16.3,28.4,18.92129920596777,12.087429808454615,1.5414905459639092,32.550219560386296,1468,1037.1,226.5,32.145365817590296,-27.089642834299998,-1,-1
McMullen County,TX,14,805,13.9,48.8,59.4,1.4,0.5,0.5,0.0,2.6,37.8,42.8,91.2,52.5,-2.3999999999999986,5.838509316770186,67.0,6.8,12.4,81.1,1.3,63200,2.43,27375,39500,19.2,35.5,0.10807453416149068,0.0,0.0,0.0,0.0,0.0,0.0,0,1139.43,0.6,61.73913043478261,-83.29979879277,-2,-1
Madison County,TX,14,13861,1.4,42.0,56.0,20.3,1.1,0.8,0.0,1.7,22.2,46.1,86.8,18.3,6.800000000000001,6.305461366423779,78.8,12.5,26.7,71.7,4.3,94200,2.72,15131,41732,25.2,17.0,0.0,0.0,0.0,2.3019262679460355,12.90318158862997,0.9461077844311377,16.15121564100714,4,466.07,29.3,30.89964649015223,-57.623161335499994,-2,-1
Marion County,TX,14,10149,-3.7,51.1,70.7,22.2,1.1,0.7,0.0,2.0,4.1,30.1,89.4,4.8,-5.200000000000003,11.873090944920682,81.0,12.2,29.5,74.9,5.0,72900,2.26,20337,31967,23.2,7.1,0.08119026505074392,0.0,0.0,0.5464577790915361,6.5369987190856245,0.5668538772292837,7.650310375406444,2,380.88,27.7,41.442506650901564,-43.081312410900004,-1,-1
Martin County,TX,14,5460,13.8,50.2,51.1,2.3,1.3,0.3,0.1,1.2,45.6,50.8,85.2,29.4,18.0,4.322344322344322,70.1,10.9,18.2,74.8,4.5,72200,3.13,20859,42607,15.8,9.9,0.0,0.0,0.0,4.472893772893773,8.30915750915751,0.0,12.782051282051283,3,914.94,5.2,32.142857142857146,-67.6353276353,-2,-1
Mason County,TX,14,4071,1.5,50.3,74.3,1.0,0.6,0.2,0.2,0.9,23.8,26.7,90.1,17.0,-7.299999999999997,10.169491525423728,82.0,26.5,17.9,83.0,2.8,170100,2.37,27504,46865,13.6,0.2,0.20314419061655614,0.0,0.0,10.153770572340948,7.1181527880127735,0.8987963645295997,18.17071972488332,4,928.8,4.3,50.429869810857284,-63.468095469999994,-2,-1
Matagorda County,TX,14,36519,-0.5,50.2,45.7,11.5,1.3,2.2,0.1,1.4,40.4,56.9,90.7,28.0,9.7,7.218160409649771,78.1,14.5,22.7,70.2,13.7,92000,2.72,23389,43096,21.1,-6.4,0.0805881869711657,0.0,23.0,0.0,8.596757852077001,1.062460636928722,9.659218489005722,222,1100.28,33.4,32.25444289274076,-40.6655913066,-1,-1
Maverick County,TX,14,57023,5.1,50.6,3.1,0.6,1.5,0.5,0.0,0.4,95.1,98.1,89.2,94.2,20.5,2.032513196429511,56.6,12.2,20.3,71.1,15.7,86300,3.45,13668,31395,30.5,-0.3,0.07745997229188223,78.0,0.0,0.0,8.851779106676254,0.8510600985567227,9.702839205232976,99,1279.26,42.4,23.82898128825211,55.791875184000006,2,1
Medina County,TX,14,47894,4.1,48.4,44.9,2.8,1.0,0.9,0.1,1.2,50.9,56.9,89.4,34.0,8.399999999999999,9.170250970894058,80.5,20.0,29.7,78.1,5.6,112900,2.86,22413,55326,17.7,6.9,0.08094959702676745,28.6,0.0,3.965256608343425,7.518290391280745,0.6218941829874306,12.105441182611601,49,1325.36,34.7,35.88549713951643,-43.23034851919999,-1,-1
Menard County,TX,14,2147,-4.2,50.0,62.2,1.7,1.4,0.3,0.1,0.6,35.4,39.5,81.3,27.6,-12.5,12.901723334885887,75.3,18.8,20.6,72.1,2.7,56400,2.49,18253,31215,23.5,0.0,0.0,0.0,0.0,3.1052631578947367,7.6027014438751745,0.0,10.70796460176991,0,902.03,2.5,40.05589194224499,-61.395348837200004,-2,-1
Midland County,TX,14,155830,13.8,49.8,48.6,6.8,1.1,1.6,0.1,1.5,42.4,53.5,81.5,30.0,17.400000000000002,5.660014117949047,81.8,24.4,18.8,67.7,23.1,148600,2.78,33672,62993,10.4,8.5,0.10364499775396264,21.6,24.0,15.476198421356607,14.610428030546109,1.6633061669768336,31.749932618879548,1553,900.3,152.0,31.286016813193868,-55.18224519520001,-2,-1
Milam County,TX,14,24256,-2.0,50.3,63.2,10.0,1.2,0.7,0.0,1.3,25.5,38.7,85.9,15.1,5.400000000000002,7.9196899736147754,81.2,14.4,25.8,68.4,7.0,78400,2.58,21248,37391,19.2,-0.6,0.07561015831134564,0.0,26.9,3.599604221635884,7.476954155672823,0.7288093667546174,11.805367744063325,10,1016.93,24.3,35.48400395778364,-49.9360985244,-1,-1
